pdes,full_name,neo,pha,H,diameter,albedo,e,a,q,i,om,w,moid,class
2024 RU5,       (2024 RU5),Y,N,24.62,,,0.4696,2.178,1.155,7.14,169.60,176.43,0.147,AMO
2024 RY5,       (2024 RY5),Y,N,24.28,,,0.2132,1.452,1.143,10.56,178.12,155.11,0.146,AMO
2024 RZ5,       (2024 RZ5),Y,N,19.25,,,0.6783,3.24,1.042,12.54,68.59,11.91,0.0625,AMO
2024 RA6,       (2024 RA6),Y,N,21.22,,,0.1005,1.412,1.270,23.47,328.37,116.97,0.341,AMO
2024 RB6,       (2024 RB6),Y,N,27.76,,,0.0190,1.021,1.002,14.56,343.12,263.40,0.0141,APO
2024 RH6,       (2024 RH6),Y,N,28.58,,,0.3573,1.235,0.794,7.86,345.49,78.14,0.00157,APO
2024 RZ6,       (2024 RZ6),Y,N,21.76,,,0.4572,2.349,1.275,5.54,301.68,63.40,0.288,AMO
2024 RA7,       (2024 RA7),Y,N,24.82,,,0.2177,1.396,1.092,26.04,170.21,150.50,0.109,AMO
2024 RD7,       (2024 RD7),Y,N,22.81,,,0.3069,0.9603,0.666,40.90,172.49,15.45,0.223,ATE
2024 RG7,       (2024 RG7),Y,N,24.62,,,0.4974,1.758,0.884,6.33,174.89,228.65,0.00344,APO
2024 RH7,       (2024 RH7),Y,N,29.84,,,0.4296,1.191,0.679,11.33,165.91,275.16,0.000836,APO
2024 RJ7,       (2024 RJ7),Y,N,20.78,,,0.4846,2.22,1.144,20.40,190.01,239.03,0.271,AMO
2024 RK7,       (2024 RK7),Y,N,25.25,,,0.3162,1.478,1.010,7.70,351.62,39.14,0.0454,APO
2024 RM7,       (2024 RM7),Y,N,24.91,,,0.4168,1.845,1.076,4.32,145.37,221.16,0.0867,AMO
2024 RN7,       (2024 RN7),Y,N,22.52,,,0.8079,2.534,0.487,4.55,278.64,184.16,0.0775,APO
2024 RP7,       (2024 RP7),Y,N,30.30,,,0.2412,0.9192,0.697,3.20,159.72,306.94,0.000736,ATE
2024 RU7,       (2024 RU7),Y,N,25.25,,,0.5364,2.239,1.038,0.98,163.88,136.93,0.025,AMO
2024 RW7,       (2024 RW7),Y,N,21.07,,,0.7367,1.347,0.355,36.32,334.49,165.81,0.412,APO
2024 RX7,       (2024 RX7),Y,N,26.11,,,0.5325,2.021,0.945,12.75,166.57,221.01,0.0178,APO
2024 RD8,       (2024 RD8),Y,N,20.59,,,0.5554,2.346,1.043,29.41,194.41,244.40,0.24,AMO
2024 RH8,       (2024 RH8),Y,N,24.46,,,0.6925,2.455,0.755,3.47,168.72,255.60,0.00918,APO
2024 RJ8,       (2024 RJ8),Y,N,22.52,,,0.3013,1.739,1.215,32.59,341.70,16.43,0.217,AMO
2024 RK8,       (2024 RK8),Y,N,26.67,,,0.2647,1.382,1.016,7.24,166.93,175.90,0.00859,APO
2024 RL8,       (2024 RL8),Y,N,27.45,,,0.4065,1.199,0.712,12.01,169.60,270.63,0.000712,APO
2024 RR8,       (2024 RR8),Y,N,28.33,,,0.4192,1.016,0.590,12.55,339.48,246.73,0.00237,APO
2024 RS8,       (2024 RS8),Y,N,22.84,,,0.4537,2.253,1.231,4.93,87.54,285.35,0.248,AMO
2024 RU8,       (2024 RU8),Y,N,24.02,,,0.3836,1.664,1.026,23.78,167.83,172.35,0.0213,AMO
2024 RW8,       (2024 RW8),Y,N,26.40,,,0.3076,1.422,0.984,13.49,344.63,332.25,0.00298,APO
2024 RY8,       (2024 RY8),Y,N,24.76,,,0.5580,2.208,0.976,9.91,176.32,120.26,0.0801,APO
2024 RG9,       (2024 RG9),Y,N,24.26,,,0.3643,1.757,1.117,3.60,215.83,153.73,0.119,AMO
2024 RH9,       (2024 RH9),Y,N,26.07,,,0.2193,1.363,1.064,12.37,172.48,160.23,0.0667,AMO
2024 RN9,       (2024 RN9),Y,N,24.38,,,0.5435,2.396,1.094,2.34,289.64,36.08,0.0843,AMO
2024 RO9,       (2024 RO9),Y,N,23.39,,,0.5109,2.551,1.248,4.37,246.64,121.11,0.256,AMO
2024 RQ9,       (2024 RQ9),Y,N,25.28,,,0.1821,1.417,1.159,9.34,178.50,192.54,0.158,AMO
2024 RR9,       (2024 RR9),Y,N,24.77,,,0.2655,1.495,1.098,17.38,338.56,339.40,0.1,AMO
2024 RS9,       (2024 RS9),Y,N,23.26,,,0.2966,1.558,1.096,6.00,20.49,316.04,0.111,AMO
2024 RT9,       (2024 RT9),Y,N,21.74,,,0.3182,1.142,0.779,11.35,142.41,31.91,0.128,APO
2024 RU9,       (2024 RU9),Y,N,25.26,,,0.3197,0.9709,0.661,9.32,178.08,307.37,0.0343,ATE
2024 RV9,       (2024 RV9),Y,N,22.10,,,0.3273,1.67,1.123,12.56,194.81,80.45,0.235,AMO
2024 RW9,       (2024 RW9),Y,N,24.97,,,0.8533,2.19,0.321,4.35,329.45,253.72,0.0164,APO
2024 RX9,       (2024 RX9),Y,N,21.09,,,0.5374,2.473,1.144,10.36,13.81,3.03,0.144,AMO
2024 RB10,       (2024 RB10),Y,N,23.44,,,0.5896,2.484,1.019,16.83,180.30,197.05,0.0313,AMO
2024 RF10,       (2024 RF10),Y,N,27.40,,,0.4155,1.688,0.987,9.69,165.13,157.94,0.000384,APO
2024 RG10,       (2024 RG10),Y,N,23.80,,,0.5796,2.215,0.931,12.22,341.24,324.91,0.0075,APO
2024 RH10,       (2024 RH10),Y,N,23.88,,,0.6621,2.585,0.873,4.40,320.66,331.07,0.0253,APO
2024 RJ10,       (2024 RJ10),Y,N,24.39,,,0.2687,1.232,0.901,20.29,174.35,246.72,0.024,APO
2024 RK10,       (2024 RK10),Y,N,25.34,,,0.4171,1.39,0.810,3.65,174.91,91.45,0.0194,APO
2024 RL10,       (2024 RL10),Y,N,27.57,,,0.3526,1.548,1.002,4.30,349.11,20.17,0.00865,APO
2024 RM10,       (2024 RM10),Y,N,25.84,,,0.3538,0.7713,0.498,2.48,352.35,161.72,0.00255,ATE
2024 RQ10,       (2024 RQ10),Y,N,27.87,,,0.6249,2.62,0.983,0.43,187.43,131.69,0.00345,APO
2024 RS10,       (2024 RS10),Y,N,22.20,,,0.6483,1.818,0.639,5.20,268.68,347.70,0.0877,APO
2024 RW10,       (2024 RW10),Y,N,23.49,,,0.2619,1.49,1.100,14.79,10.58,307.03,0.16,AMO
2024 RX10,       (2024 RX10),Y,N,23.93,,,0.1420,1.417,1.216,5.93,307.39,72.66,0.239,AMO
2024 RY10,       (2024 RY10),Y,N,26.75,,,0.2562,0.8349,0.621,0.55,279.63,224.93,0.00329,ATE
2024 RZ10,       (2024 RZ10),Y,N,25.14,,,0.3388,0.9199,0.608,9.92,343.54,134.11,0.0267,ATE
2024 RA11,       (2024 RA11),Y,N,24.51,,,0.5447,2.329,1.060,5.26,359.08,14.59,0.0622,AMO
2024 RB11,       (2024 RB11),Y,N,27.02,,,0.5062,1.863,0.920,3.71,351.77,43.24,0.00168,APO
2024 RM11,       (2024 RM11),Y,N,22.05,,,0.3160,1.726,1.181,42.88,176.32,235.21,0.296,AMO
2024 RN11,       (2024 RN11),Y,N,25.94,,,0.6065,2.309,0.908,4.32,178.60,118.84,0.0236,APO
2024 RO11,       (2024 RO11),Y,N,24.80,,,0.6517,1.748,0.609,3.39,237.44,214.15,0.0487,APO
2024 RJ12,       (2024 RJ12),Y,N,27.62,,,0.1613,1.189,0.997,7.76,168.50,153.54,0.00412,APO
2024 RL12,       (2024 RL12),Y,N,23.11,,,0.4792,2.278,1.186,10.29,181.55,131.75,0.217,AMO
2024 RM12,       (2024 RM12),Y,N,25.16,,,0.1053,1.017,0.910,8.50,332.72,217.83,0.054,APO
2024 RN12,       (2024 RN12),Y,N,25.06,,,0.6708,2.086,0.687,17.99,347.81,87.75,0.048,APO
2024 RO12,       (2024 RO12),Y,N,21.75,,,0.4279,1.616,0.925,11.70,234.05,187.50,0.0616,APO
2024 RP12,       (2024 RP12),Y,N,24.20,,,0.3702,1.59,1.001,2.37,158.50,224.87,0.0224,APO
2024 RQ12,       (2024 RQ12),Y,N,21.45,,,0.5737,2.266,0.966,22.64,352.11,295.67,0.143,APO
2024 RT12,       (2024 RT12),Y,N,25.97,,,0.5778,2.438,1.029,2.56,346.43,3.13,0.0222,AMO
2024 RU12,       (2024 RU12),Y,N,24.60,,,0.4578,1.29,0.700,15.25,170.25,83.20,0.0134,APO
2024 RV12,       (2024 RV12),Y,N,26.06,,,0.4182,1.588,0.924,13.53,346.54,312.88,0.00821,APO
2024 RW12,       (2024 RW12),Y,N,22.90,,,0.5005,1.539,0.769,11.97,172.46,102.03,0.0158,APO
2024 RX12,       (2024 RX12),Y,N,23.03,,,0.7611,1.973,0.471,8.21,41.99,62.76,0.0344,APO
2024 RY12,       (2024 RY12),Y,N,21.58,,,0.5487,2.605,1.176,19.65,317.98,91.54,0.405,AMO
2024 RZ12,       (2024 RZ12),Y,N,21.12,,,0.2450,1.655,1.249,33.29,343.24,88.96,0.481,AMO
2024 RA13,       (2024 RA13),Y,N,24.36,,,0.3210,1.554,1.055,19.59,350.50,24.13,0.0695,AMO
2024 RB13,       (2024 RB13),Y,N,28.20,,,0.6201,2.562,0.973,2.43,175.22,204.02,0.000525,APO
2024 RC13,       (2024 RC13),Y,N,28.45,,,0.3163,1.397,0.955,2.23,344.29,318.73,0.00149,APO
2024 RD13,       (2024 RD13),Y,N,26.57,,,0.6384,2.226,0.805,14.16,169.94,111.75,0.0269,APO
2024 RF13,       (2024 RF13),Y,N,21.96,,,0.6218,2.833,1.071,2.32,220.74,188.28,0.0809,AMO
2024 RH13,       (2024 RH13),Y,N,27.43,,,0.5540,2.351,1.049,4.43,168.96,183.17,0.0426,AMO
2024 RJ13,       (2024 RJ13),Y,N,26.22,,,0.5413,1.831,0.840,2.39,350.21,66.00,0.00602,APO
2024 RK13,       (2024 RK13),Y,N,28.35,,,0.3261,1.454,0.980,0.99,358.14,22.84,0.000972,APO
2024 RO13,       (2024 RO13),Y,N,24.68,,,0.4862,2.267,1.165,4.93,217.86,108.69,0.176,AMO
2024 RP13,       (2024 RP13),Y,N,20.91,,,0.6105,3.058,1.191,4.47,333.53,50.73,0.204,AMO
2024 RU13,       (2024 RU13),Y,N,23.33,,,0.4013,1.453,0.870,9.46,356.70,289.58,0.0301,APO
2024 RV13,       (2024 RV13),Y,N,24.54,,,0.4550,1.993,1.086,3.59,68.39,253.61,0.0956,AMO
2024 RW13,       (2024 RW13),Y,N,27.10,,,0.5676,1.073,0.464,27.10,348.13,240.39,0.00233,APO
2024 RX13,       (2024 RX13),Y,N,31.06,,,0.1811,1.177,0.964,2.75,347.89,316.49,0.000509,APO
2024 RY13,       (2024 RY13),Y,N,29.55,,,0.1634,1.204,1.007,1.67,171.48,156.25,0.00544,APO
2024 RZ13,       (2024 RZ13),Y,N,26.71,,,0.5931,2.533,1.031,6.62,172.45,198.60,0.0377,AMO
2024 RA14,       (2024 RA14),Y,N,24.96,,,0.3701,1.197,0.754,7.53,170.21,91.66,0.00515,APO
2024 RH14,       (2024 RH14),Y,N,26.18,,,0.4701,1.519,0.805,5.95,351.44,72.71,0.00869,APO
2024 RO14,       (2024 RO14),Y,N,24.21,,,0.4114,1.654,0.973,13.29,335.08,336.50,0.011,APO
2024 RP14,       (2024 RP14),Y,Y,20.98,,,0.5727,2.094,0.895,11.78,316.41,150.31,0.0333,APO
2024 RQ14,       (2024 RQ14),Y,N,25.12,,,0.1265,1.33,1.162,12.06,162.85,207.82,0.166,AMO
2024 RR14,       (2024 RR14),Y,Y,22.02,,,0.3841,1.56,0.961,7.65,292.37,150.18,0.00971,APO
2024 RD15,       (2024 RD15),Y,N,26.74,,,0.5851,2.472,1.026,2.41,175.39,201.16,0.0297,AMO
2024 RE15,       (2024 RE15),Y,N,22.10,,,0.4246,1.89,1.088,7.67,60.25,231.19,0.117,AMO
2024 RH15,       (2024 RH15),Y,N,23.89,,,0.1965,1.332,1.070,4.07,325.22,7.06,0.0583,AMO
2024 RJ15,       (2024 RJ15),Y,N,21.57,,,0.6114,2.108,0.819,13.79,117.32,325.10,0.0705,APO
2024 RK15,       (2024 RK15),Y,N,24.44,,,0.4492,2.272,1.252,4.86,280.00,68.84,0.26,AMO
2024 RL15,       (2024 RL15),Y,N,22.55,,,0.2438,1.683,1.273,20.73,150.48,230.45,0.33,AMO
2024 RM15,       (2024 RM15),Y,N,25.40,,,0.0860,1.207,1.103,6.14,171.83,241.10,0.13,AMO
2024 RN15,       (2024 RN15),Y,N,25.38,,,0.3813,1.542,0.954,1.39,224.43,181.80,0.0117,APO
2024 RO15,       (2024 RO15),Y,N,25.29,,,0.3760,1.35,0.842,8.99,340.96,86.22,0.0495,APO
2024 RP15,       (2024 RP15),Y,N,25.42,,,0.4056,0.8695,0.517,5.09,190.21,306.95,0.00889,ATE
2024 RS15,       (2024 RS15),Y,N,24.14,,,0.4075,1.551,0.919,1.35,7.88,58.41,0.00616,APO
2024 RT15,       (2024 RT15),Y,N,22.64,,,0.2625,0.9368,0.691,13.40,352.44,178.50,0.173,ATE
2024 RU15,       (2024 RU15),Y,N,25.68,,,0.2272,1.409,1.089,21.55,347.18,15.02,0.0884,AMO
2024 RV15,       (2024 RV15),Y,N,22.73,,,0.3575,1.185,0.761,21.44,171.81,53.97,0.115,APO
2024 RW15,       (2024 RW15),Y,N,27.71,,,0.4659,1.9,1.015,3.06,164.61,179.25,0.00635,APO
2024 RX15,       (2024 RX15),Y,N,21.01,,,0.5263,2.639,1.250,1.26,291.82,112.20,0.259,AMO
2024 RY15,       (2024 RY15),Y,N,25.59,,,0.5782,1.946,0.821,3.57,183.09,235.57,0.00474,APO
2024 RZ15,       (2024 RZ15),Y,N,23.39,,,0.4767,2.282,1.194,3.37,191.68,110.71,0.188,AMO
2024 RA16,       (2024 RA16),Y,N,28.81,,,0.0371,1.041,1.002,0.90,340.04,269.76,0.00923,APO
2024 RB16,       (2024 RB16),Y,N,25.96,,,0.3602,1.624,1.039,10.63,168.62,200.06,0.0461,AMO
2024 RC16,       (2024 RC16),Y,N,27.80,,,0.6232,1.857,0.700,7.89,166.95,100.40,0.00314,APO
2024 RD16,       (2024 RD16),Y,N,22.10,,,0.5311,1.687,0.791,14.59,173.01,70.12,0.0159,APO
2024 RE16,       (2024 RE16),Y,N,27.20,,,0.7304,2.161,0.583,3.96,346.19,269.78,0.00034,APO
2024 RF16,       (2024 RF16),Y,N,24.79,,,0.5127,2.246,1.094,5.56,326.25,345.06,0.0832,AMO
2024 RG16,       (2024 RG16),Y,N,24.29,,,0.0968,1.26,1.138,27.31,346.42,348.77,0.132,AMO
2024 RH16,       (2024 RH16),Y,N,25.81,,,0.4004,1.312,0.786,3.44,156.07,99.47,0.0036,APO
2024 RJ16,       (2024 RJ16),Y,N,25.95,,,0.5323,2.211,1.034,2.48,181.67,201.76,0.0387,AMO
2024 RK16,       (2024 RK16),Y,N,20.95,,,0.6399,3.076,1.108,43.75,166.98,181.02,0.101,AMO
2024 RL16,       (2024 RL16),Y,N,26.01,,,0.2582,0.8362,0.620,4.62,154.98,10.48,0.0207,ATE
2024 RM16,       (2024 RM16),Y,N,26.16,,,0.2228,1.303,1.013,20.80,348.60,19.85,0.0163,APO
2024 RN16,       (2024 RN16),Y,N,25.13,,,0.8402,2.028,0.324,5.48,348.60,122.53,0.00594,APO
2024 RR16,       (2024 RR16),Y,N,26.64,,,0.4945,1.955,0.989,4.57,167.38,218.13,0.0244,APO
2024 RS16,       (2024 RS16),Y,N,29.21,,,0.4335,1.503,0.851,4.49,168.33,117.92,0.00171,APO
2024 RU16,       (2024 RU16),Y,N,22.02,,,0.4987,2.311,1.158,12.75,18.50,302.08,0.228,AMO
2024 RU17,       (2024 RU17),Y,N,21.00,,,0.5862,2.802,1.160,5.84,336.73,76.63,0.2,AMO
2024 RY19,       (2024 RY19),Y,N,25.74,,,0.1117,1.101,0.978,2.42,188.45,75.41,0.0204,APO
2024 RV21,       (2024 RV21),Y,N,21.09,,,0.3256,1.708,1.152,43.91,5.30,351.91,0.152,AMO
2024 RW21,       (2024 RW21),Y,N,24.38,,,0.1862,1.5,1.221,16.81,342.20,27.97,0.231,AMO
2024 RY21,       (2024 RY21),Y,N,26.64,,,0.0967,1.152,1.041,7.70,178.36,215.68,0.0522,AMO
2024 RZ21,       (2024 RZ21),Y,N,25.03,,,0.7228,2.749,0.762,0.51,13.87,51.96,0.00196,APO
2024 RB22,       (2024 RB22),Y,N,24.55,,,0.0903,1.115,1.015,4.61,182.87,185.80,0.0119,APO
2024 RE22,       (2024 RE22),Y,N,21.06,,,0.4822,2.244,1.162,28.88,179.43,183.26,0.158,AMO
2024 RG22,       (2024 RG22),Y,N,19.87,,,0.6824,2.561,0.814,27.83,231.69,190.34,0.169,APO
2024 RS25,       (2024 RS25),Y,N,27.02,,,0.5060,1.981,0.978,3.85,167.02,147.11,0.00899,APO
2024 RW25,       (2024 RW25),Y,N,25.62,,,0.3548,1.313,0.847,1.70,131.18,302.01,0.0022,APO
2024 RJ29,       (2024 RJ29),Y,N,25.87,,,0.4005,1.711,1.026,14.82,349.92,351.04,0.0222,AMO
2024 RO30,       (2024 RO30),Y,N,24.34,,,0.4478,2.124,1.173,7.05,171.95,157.85,0.168,AMO
2024 RP30,       (2024 RP30),Y,N,21.68,,,0.6765,2.388,0.773,39.28,174.20,280.66,0.114,APO
2024 RV30,       (2024 RV30),Y,N,27.36,,,0.2142,1.279,1.005,1.74,149.03,173.76,0.00339,APO
2024 RX30,       (2024 RX30),Y,N,23.47,,,0.4855,2.46,1.266,22.13,169.68,197.10,0.272,AMO
2024 RC31,       (2024 RC31),Y,N,26.85,,,0.4047,1.624,0.967,4.47,154.62,154.09,0.00656,APO
2024 RD32,       (2024 RD32),Y,N,24.06,,,0.2586,1.517,1.125,35.17,350.83,6.49,0.12,AMO
2024 RF32,       (2024 RF32),Y,N,25.07,,,0.3745,1.349,0.843,4.80,313.81,317.41,0.0333,APO
2024 RG32,       (2024 RG32),Y,N,24.48,,,0.2009,1.394,1.114,29.07,352.56,354.61,0.109,AMO
2024 RH32,       (2024 RH32),Y,N,27.43,,,0.5849,2.032,0.843,6.71,349.54,305.37,0.00256,APO
2024 RJ32,       (2024 RJ32),Y,N,25.05,,,0.2710,1.394,1.016,9.72,193.57,169.37,0.0191,APO
2024 RP33,       (2024 RP33),Y,N,23.63,,,0.6179,2.401,0.918,11.14,19.81,278.09,0.119,APO
2024 RJ34,       (2024 RJ34),Y,N,25.56,,,0.1486,1.226,1.044,6.57,159.28,214.52,0.0534,AMO
2024 RC42,       (2024 RC42),Y,N,32.38,,,0.3294,0.8233,0.552,1.20,350.09,145.25,1.24e-05,ATE
2024 RD42,       (2024 RD42),Y,N,25.02,,,0.3914,1.736,1.057,5.87,150.36,223.07,0.0797,AMO
2024 RG43,       (2024 RG43),Y,N,22.25,,,0.5067,2.427,1.197,6.12,126.47,233.31,0.212,AMO
2024 RN43,       (2024 RN43),Y,N,25.27,,,0.6156,2.642,1.015,6.25,338.29,358.62,0.00621,APO
2024 RO43,       (2024 RO43),Y,N,24.76,,,0.2007,1.024,0.819,12.67,185.92,293.47,0.0492,APO
2024 RT43,       (2024 RT43),Y,N,24.69,,,0.5826,2.284,0.954,5.04,332.73,74.79,0.0606,APO
2024 RW43,       (2024 RW43),Y,N,20.69,,,0.6663,1.913,0.638,25.09,157.35,326.03,0.259,APO
2024 RH45,       (2024 RH45),Y,N,24.95,,,0.3074,0.8997,0.623,3.14,355.87,140.58,0.0124,ATE
2024 RM46,       (2024 RM46),Y,N,25.05,,,0.3192,1.63,1.110,6.24,359.04,18.69,0.113,AMO
2024 RX47,       (2024 RX47),Y,N,24.17,,,0.2047,1.209,0.961,8.16,348.16,292.26,0.0413,APO
2024 RV50,       (2024 RV50),Y,Y,21.00,,,0.5726,1.643,0.702,11.79,28.60,71.69,0.0248,APO
2024 RP74,       (2024 RP74),Y,N,25.93,,,0.4824,2.091,1.082,2.11,336.01,342.51,0.0694,AMO
2024 RZ87,       (2024 RZ87),Y,N,21.24,,,0.4360,2.155,1.215,6.54,69.86,228.38,0.218,AMO
2024 RB121,       (2024 RB121),Y,N,20.14,,,0.3992,2.159,1.297,8.73,116.14,209.07,0.293,AMO
2024 RP190,       (2024 RP190),Y,N,21.70,,,0.4471,2.251,1.245,7.65,57.64,341.40,0.256,AMO
2024 SA,       (2024 SA),Y,N,22.88,,,0.6099,2.689,1.049,11.17,355.86,358.73,0.0438,AMO
2024 SB,       (2024 SB),Y,N,23.02,,,0.6561,3.009,1.035,7.03,166.33,242.66,0.107,AMO
2024 SC,       (2024 SC),Y,N,22.92,,,0.3608,1.554,0.993,30.84,186.59,175.46,0.00759,APO
2024 SD,       (2024 SD),Y,N,28.45,,,0.6521,2.63,0.915,10.81,357.73,323.26,0.00659,APO
2024 SE,       (2024 SE),Y,N,24.46,,,0.2544,1.06,0.790,15.82,2.82,97.96,0.0178,APO
2024 SF,       (2024 SF),Y,N,24.04,,,0.4990,1.56,0.782,36.86,1.56,75.31,0.0305,APO
2024 SG,       (2024 SG),Y,N,27.25,,,0.2995,1.146,0.803,5.51,179.23,265.94,0.00564,APO
2024 SH,       (2024 SH),Y,N,24.73,,,0.1060,1.147,1.025,22.25,359.68,34.84,0.039,AMO
2024 SJ,       (2024 SJ),Y,N,25.56,,,0.2628,1.43,1.055,8.78,194.51,152.20,0.068,AMO
2024 SK,       (2024 SK),Y,N,27.85,,,0.0939,1.088,0.986,7.67,184.49,229.96,0.0133,APO
2024 SM,       (2024 SM),Y,N,25.48,,,0.5096,2.055,1.008,0.77,123.07,263.72,0.0172,APO
2024 SN,       (2024 SN),Y,N,27.42,,,0.4690,1.923,1.021,5.49,358.88,15.82,0.0252,AMO
2024 SO,       (2024 SO),Y,N,24.64,,,0.1800,1.339,1.098,23.63,189.16,164.40,0.103,AMO
2024 SP,       (2024 SP),Y,N,28.81,,,0.2467,1.349,1.016,9.85,181.56,180.41,0.0121,APO
2024 SQ,       (2024 SQ),Y,N,25.85,,,0.4903,1.518,0.774,0.17,17.96,60.19,0.000567,APO
2024 SR,       (2024 SR),Y,N,25.41,,,0.5481,1.355,0.612,9.31,187.77,272.79,0.00786,APO
2024 SS,       (2024 SS),Y,N,25.84,,,0.2280,1.225,0.946,11.20,187.13,230.66,0.0104,APO
2024 ST,       (2024 ST),Y,N,29.68,,,0.5000,1.759,0.879,0.53,183.86,125.77,0.00054,APO
2024 SV,       (2024 SV),Y,N,25.87,,,0.4157,1.739,1.016,1.30,286.90,105.05,0.0309,APO
2024 SW,       (2024 SW),Y,N,27.76,,,0.6193,2.542,0.968,0.77,184.57,151.64,0.000836,APO
2024 SX,       (2024 SX),Y,N,21.37,,,0.4443,0.6861,0.381,10.81,234.81,312.46,0.098,ATE
2024 SY,       (2024 SY),Y,N,27.89,,,0.2446,1.332,1.006,9.51,181.62,199.84,0.014,APO
2024 SZ,       (2024 SZ),Y,N,24.46,,,0.7205,2.398,0.670,0.67,166.84,116.42,0.00292,APO
2024 SA1,       (2024 SA1),Y,N,23.10,,,0.6403,2.455,0.883,5.33,357.60,316.67,0.00459,APO
2024 SB1,       (2024 SB1),Y,N,27.12,,,0.5900,2.475,1.015,1.58,353.07,29.23,0.021,APO
2024 SC1,       (2024 SC1),Y,N,27.52,,,0.5993,2.387,0.957,1.05,202.50,192.86,0.00487,APO
2024 SD1,       (2024 SD1),Y,N,28.64,,,0.3538,0.8995,0.581,8.43,1.50,131.45,0.00954,ATE
2024 SF1,       (2024 SF1),Y,N,24.55,,,0.2933,1.324,0.936,8.25,187.67,103.66,0.0605,APO
2024 SG1,       (2024 SG1),Y,N,27.63,,,0.5958,1.943,0.785,16.61,183.84,246.58,0.00596,APO
2024 SH1,       (2024 SH1),Y,N,26.84,,,0.1354,1.091,0.943,1.26,188.73,250.35,0.00474,APO
2024 SJ1,       (2024 SJ1),Y,N,26.71,,,0.3329,0.9524,0.635,12.88,181.96,306.72,0.0298,ATE
2024 SK1,       (2024 SK1),Y,N,24.13,,,0.3895,1.932,1.179,1.73,193.00,160.09,0.173,AMO
2024 SL1,       (2024 SL1),Y,N,28.97,,,0.4295,1.69,0.964,2.83,359.18,328.42,0.00127,APO
2024 SM1,       (2024 SM1),Y,N,28.00,,,0.6132,2.645,1.023,0.79,8.29,4.43,0.0226,AMO
2024 SN1,       (2024 SN1),Y,N,27.42,,,0.6583,2.368,0.809,2.25,187.52,114.63,0.00424,APO
2024 SO1,       (2024 SO1),Y,N,28.88,,,0.5367,1.965,0.911,5.29,2.06,315.04,0.00344,APO
2024 SP1,       (2024 SP1),Y,N,26.41,,,0.5033,2.136,1.061,2.04,210.11,156.33,0.0609,AMO
2024 SQ1,       (2024 SQ1),Y,N,24.08,,,0.2541,1.45,1.082,22.53,2.98,26.38,0.1,AMO
2024 SR1,       (2024 SR1),Y,N,27.32,,,0.2737,0.8439,0.613,2.83,5.94,150.49,0.006,ATE
2024 SS1,       (2024 SS1),Y,N,28.41,,,0.6094,2.218,0.867,0.20,210.14,203.27,0.0016,APO
2024 ST1,       (2024 ST1),Y,N,27.60,,,0.6833,2.513,0.796,8.82,2.67,64.24,0.00972,APO
2024 SU1,       (2024 SU1),Y,N,26.63,,,0.4386,1.047,0.588,23.21,5.37,113.18,0.0126,APO
2024 SV1,       (2024 SV1),Y,N,25.71,,,0.1621,1.218,1.020,11.19,359.64,14.03,0.0201,AMO
2024 SW1,       (2024 SW1),Y,N,25.06,,,0.6224,2.394,0.904,7.21,335.31,330.12,0.0261,APO
2024 SX1,       (2024 SX1),Y,N,26.69,,,0.3000,1.451,1.016,3.71,8.61,21.09,0.0249,APO
2024 SY1,       (2024 SY1),Y,N,26.01,,,0.3330,1.303,0.869,22.87,183.27,257.35,0.062,APO
2024 SZ1,       (2024 SZ1),Y,N,25.03,,,0.6694,1.568,0.518,5.88,179.90,293.75,0.0214,APO
2024 SA2,       (2024 SA2),Y,N,25.47,,,0.5896,2.399,0.985,2.35,186.95,216.92,0.0148,APO
2024 SB2,       (2024 SB2),Y,N,25.48,,,0.3035,1.463,1.019,19.62,181.61,139.64,0.0672,AMO
2024 SC2,       (2024 SC2),Y,N,26.68,,,0.3183,1.479,1.008,8.66,359.67,338.25,0.0187,APO
2024 SD2,       (2024 SD2),Y,N,25.70,,,0.4328,1.763,1.000,1.59,162.41,238.92,0.023,APO
2024 SE2,       (2024 SE2),Y,N,27.04,,,0.5656,2.312,1.004,7.52,186.90,195.16,0.0129,APO
2024 SF2,       (2024 SF2),Y,N,24.36,,,0.4103,1.699,1.002,2.14,205.72,137.01,0.0191,APO
2024 SG2,       (2024 SG2),Y,N,22.58,,,0.5380,2.682,1.239,3.58,24.59,351.63,0.24,AMO
2024 SH2,       (2024 SH2),Y,N,27.18,,,0.3622,1.405,0.896,9.36,181.45,122.87,0.00898,APO
2024 SJ2,       (2024 SJ2),Y,N,26.42,,,0.0433,1.105,1.057,14.28,186.76,215.36,0.0632,AMO
2024 SK2,       (2024 SK2),Y,N,25.19,,,0.3677,1.535,0.970,1.67,16.08,298.96,0.0147,APO
2024 SL2,       (2024 SL2),Y,N,24.93,,,0.2595,1.388,1.028,18.34,186.66,168.79,0.0294,AMO
2024 SM2,       (2024 SM2),Y,N,23.95,,,0.2036,1.356,1.080,20.15,181.58,139.76,0.115,AMO
2024 SN2,       (2024 SN2),Y,N,24.23,,,0.3014,1.568,1.096,29.14,358.90,333.95,0.115,AMO
2024 SO2,       (2024 SO2),Y,N,27.90,,,0.1052,0.9635,0.862,4.36,1.81,236.91,0.0041,ATE
2024 SP2,       (2024 SP2),Y,N,28.99,,,0.1344,0.9308,0.806,2.47,187.06,38.53,0.00667,ATE
